关联ID,版本号,发版项名称,用户ID,设备,原声摘要,原声链接,触达状态,触达话术,触达人,触达时间,备注
2.73.0::试卷「名校专区」标签::feedback-513370632-2026/03/07 10:20:27,2.73.0,试卷「名校专区」标签,513370632,S2,教辅专区资料更新严重延迟,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=513370632,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-403261136-2026/03/07 15:43:48,2.73.0,试卷「名校专区」标签,403261136,S2,学练机里的教辅专区没有我们用的五四制,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=403261136,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-365824860-2026/03/08 11:28:54,2.73.0,试卷「名校专区」标签,365824860,S6,教辅专区里面，英语练习基本没有译林版教材，什么时候能更新,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=365824860,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-1105641401-2026/03/08 14:49:07,2.73.0,试卷「名校专区」标签,1105641401,S6,为什么枣庄市薛城区数学月考试卷没有最新日期试卷,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1105641401,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-544199054-2026/03/09 22:29:25,2.73.0,试卷「名校专区」标签,544199054,E1,教辅专区的学霸笔记模块中字体太小，看着太费劲，也没有缩放功能,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=544199054,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-747361587-2026/03/09 22:40:10,2.73.0,试卷「名校专区」标签,747361587,S2,小学6年级下，语文旧版本统编，教辅专区，53小学基础句式训练大全，里面的练习，错了，没正确答案，没也正确答案解析，只告诉你错了，订正的时候没正确答案,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=747361587,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-399580206-2026/03/10 18:21:30,2.73.0,试卷「名校专区」标签,399580206,S2,教辅专区苏教版一直不更新！数学英语都没有！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=399580206,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-523214876-2026/03/10 19:34:15,2.73.0,试卷「名校专区」标签,523214876,S2,苏教版四年级下的教辅专区的没更新，都是旧版本，,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=523214876,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-560025249-2026/03/11 16:53:27,2.73.0,试卷「名校专区」标签,560025249,S2,教辅专区里的教辅作业提交批改，出现大量错题打对，，这样的话需要重新一题一题验证，影响使用效果。这是厂品缺陷吗,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=560025249,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-1052436267-2026/03/11 18:08:25,2.73.0,试卷「名校专区」标签,1052436267,S2,孩子英语是北京外研版新课标，教辅专区里53说是内容更新了，但和教材内容不对应。英语对应北京外研新课标的联系几乎没有。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1052436267,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-296580638-2026/03/12 19:47:02,2.73.0,试卷「名校专区」标签,296580638,E1,申请六年级下册冀教版典中典教材，王朝霞单元试卷,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=296580638,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-261118582-2026/03/12 19:52:10,2.73.0,试卷「名校专区」标签,261118582,S2,教辅专区能不能新增一个 典中点 ，现在四川很多学校都安排做这个,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=261118582,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-1106044673-2026/03/16 10:35:48,2.73.0,试卷「名校专区」标签,1106044673,S2,教辅专区八年级5.3天天练语文没有同步,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1106044673,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-460876006-2026/03/17 14:53:06,2.73.0,试卷「名校专区」标签,460876006,S6,建议增加北京真题圈试卷，而且北京版数学的对应专项练习没有，试题也少,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=460876006,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-342639974-2026/03/17 23:59:01,2.73.0,试卷「名校专区」标签,342639974,S2,教辅专区五年中考三年模拟里面的地理和生物内容章节不足，只有一章内容。可以更新一下吗？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=342639974,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-713339383-2026/03/18 09:56:20,2.73.0,试卷「名校专区」标签,713339383,S2,更新之后，教辅专区减少了很多，一课一练也没有了。对上海学生很不友好，很多功能都不适用上海教材。希望保留部分教辅功能，满足不同地区的学生需要。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=713339383,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-1044766657-2026/03/18 19:47:36,2.73.0,试卷「名校专区」标签,1044766657,S2,如何手动调节试卷的难度，而不是每次要做完一个之后才问难度,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1044766657,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-639217322-2026/03/18 21:58:21,2.73.0,试卷「名校专区」标签,639217322,S2,我们是五年级的学生，在那个教辅专区里面有一个学霸学霸笔记数学，苏教版第1第1单元简易方程第1单元知识总结回顾。我打开它一共有三个页面，第2个页面怎么打都打不开它就会老是显示故障错误。3/1和3/3可以打开,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=639217322,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-169043424-2026/03/19 21:56:15,2.73.0,试卷「名校专区」标签,169043424,S1,素养专区的功能家长无法关闭，点了不允许使用仍然能用。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=169043424,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-381210524-2026/03/19 22:49:24,2.73.0,试卷「名校专区」标签,381210524,S2,许愿：可以上线苏教版小学科学的试卷吗？比如《学霸创新作业本》《4星学霸提高班》,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=381210524,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-125844630-2026/03/20 22:15:10,2.73.0,试卷「名校专区」标签,125844630,S6,"1.希望增加泸教版本英语（深圳）
2.深圳这边的试卷太少了，最好细分到区，罗湖区，福田区。
3.建议加新题型
  ",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=125844630,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-736832808-2026/03/20 22:29:08,2.73.0,试卷「名校专区」标签,736832808,S2,没有孟建平试卷,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=736832808,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-107682164-2026/03/21 18:12:08,2.73.0,试卷「名校专区」标签,107682164,S6,教辅专区没有冀教版的教辅,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=107682164,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-381210524-2026/03/21 22:59:05,2.73.0,试卷「名校专区」标签,381210524,S2,云文件里的试卷练习，批改完显示已收录错题本，但是错题本里面没有找到呢…,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=381210524,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-1128091395-2026/03/22 15:40:00,2.73.0,试卷「名校专区」标签,1128091395,S6,五三的英语试卷里面我们选的是译林版，但是它上面显示只有人教版,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1128091395,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-1071701960-2026/03/23 09:24:35,2.73.0,试卷「名校专区」标签,1071701960,S2,江苏四年级下册英语试卷练习为啥还没有更新,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1071701960,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-429198940-2026/03/24 22:00:22,2.73.0,试卷「名校专区」标签,429198940,S2,云文件资源的试卷字太小,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=429198940,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-495961370-2026/03/29 21:04:51,2.73.0,试卷「名校专区」标签,495961370,S2,教辅专区一直不更新(苏教版,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=495961370,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-278728654-2026/03/30 21:34:45,2.73.0,试卷「名校专区」标签,278728654,S2,能否试卷上的书写答案区域位置留宽一点，根本没办法写。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=278728654,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-232264690-2026/04/02 10:48:44,2.73.0,试卷「名校专区」标签,232264690,S6,字体大小怎么不能更改啊？排版也有问题，不能根据自己的需要进行调节，特别是写导入的试卷或者看书的时候，字小的看不清，题留得空也写不进去，太影响使用感受。。。这个强烈建议优化,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=232264690,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-626161038-2026/04/02 20:37:39,2.73.0,试卷「名校专区」标签,626161038,S6,还没学过，也没练过，分数的知识点就有掌握度了，而且还是精通，算法有问题。本学期没有做过相关练习，也没有做过试卷测评,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=626161038,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-620011218-2026/04/05 20:40:07,2.73.0,试卷「名校专区」标签,620011218,S6,教辅专区实验班提优训练数学第四单元开始没有内容,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=620011218,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-654061087-2026/04/06 22:07:03,2.73.0,试卷「名校专区」标签,654061087,S6,做了一张模拟试卷，错了很多题，却没有产生薄弱点。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=654061087,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-509274386-2026/04/07 08:53:53,2.73.0,试卷「名校专区」标签,509274386,S2,试卷中看图题经常遇到没有图,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=509274386,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-402696854-2026/04/08 10:51:57,2.73.0,试卷「名校专区」标签,402696854,E1,教辅专区没有陕旅版英语,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=402696854,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-1068727607-2026/04/09 09:21:02,2.73.0,试卷「名校专区」标签,1068727607,S2,能不能把小猿上做过的试卷  导出来打印出来呢？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1068727607,未触达,,,,候选（需先在关联表确认）
2.73.0::试卷「名校专区」标签::feedback-720309749-2026/04/10 13:08:38,2.73.0,试卷「名校专区」标签,720309749,S2,"能不能更新一下教材，不要总是这几个，江苏这边的根本不匹配，能不能增加一些江苏这边的亮点给力，亮点默写，亮点大试卷。
53的数学怎么还没有更新，我们都已经上过了，去练题没更新，这个53英语也不匹配",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=720309749,未触达,,,,候选（需先在关联表确认）
